"code_module" "code_presentation" "id_student" "gender" "region" "highest_education" "imd_band" "age_band" "num_of_prev_attempts" "studied_credits" "disability" "final_result" "score_exam" "wscore_tmas" "wscore_cmas" "sum_click_total"
"BBB" "2013B" 547663 "F" "South Region" "Lower Than A Level" "90-100%" "0-35" 0 60 "N" "Fail" NA NA NA 108
"BBB" "2013B" 547689 "F" "Wales" "Lower Than A Level" "70-80%" "0-35" 0 120 "N" "Pass" NA 83.78 5 1294
"BBB" "2013B" 547690 "F" "West Midlands Region" "A Level or Equivalent" "30-40%" "35-55" 0 60 "N" "Pass" NA 86.5 4.6 1188
"BBB" "2013B" 547697 "F" "East Anglian Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Pass" NA 82.85 4.8 229
"BBB" "2013B" 547757 "M" "South West Region" "A Level or Equivalent" "40-50%" "0-35" 0 60 "N" "Distinction" NA 77.17 4.8 1753
"BBB" "2013B" 547841 "F" "West Midlands Region" "A Level or Equivalent" "30-40%" "0-35" 0 120 "N" "Distinction" NA 69.79 3.8 957
"BBB" "2013B" 547873 "F" "Wales" "Lower Than A Level" "60-70%" "0-35" 0 60 "Y" "Pass" NA 57.33 3.4 357
"BBB" "2013B" 547892 "F" "Yorkshire Region" "A Level or Equivalent" "50-60%" "0-35" 0 60 "N" "Pass" NA 72.76 3.4 571
"BBB" "2013B" 547902 "F" "Ireland" "Lower Than A Level" "30-40%" "0-35" 0 60 "N" "Pass" NA 59.33 4.6 603
"BBB" "2013B" 547903 "F" "South East Region" "Lower Than A Level" "80-90%" "35-55" 0 60 "N" "Pass" NA 62.64 4.4 7353
"BBB" "2013B" 548090 "F" "West Midlands Region" "A Level or Equivalent" "0-10%" "0-35" 0 60 "N" "Distinction" NA 68.25 4.8 2975
"BBB" "2013B" 548124 "F" "South Region" "A Level or Equivalent" "40-50%" "35-55" 0 60 "N" "Pass" NA 72.37 4.8 468
"BBB" "2013B" 548241 "M" "South Region" "HE Qualification" "80-90%" "0-35" 0 120 "N" "Pass" NA 59.66 5 501
"BBB" "2013B" 548255 "F" "South West Region" "A Level or Equivalent" "90-100%" "35-55" 0 60 "N" "Distinction" NA 79.42 5 1875
"BBB" "2013B" 548275 "F" "East Anglian Region" "A Level or Equivalent" "30-40%" "0-35" 0 120 "N" "Pass" NA 74.69 3.2 905
"BBB" "2013B" 548307 "F" "London Region" "A Level or Equivalent" "30-40%" "0-35" 0 120 "N" "Fail" NA 2.65 0.8 196
"BBB" "2013B" 548334 "F" "South East Region" "A Level or Equivalent" "60-70%" "35-55" 0 60 "N" "Pass" NA 47.93 3.4 839
"BBB" "2013B" 548344 "M" "South Region" "Lower Than A Level" "50-60%" "35-55" 0 60 "N" "Fail" NA 2.4 NA 53
"BBB" "2013B" 548403 "F" "London Region" "A Level or Equivalent" "20-30%" "0-35" 0 60 "N" "Fail" NA 3 NA 55
"BBB" "2013B" 548439 "F" "East Anglian Region" "Lower Than A Level" "80-90%" "0-35" 0 60 "N" "Pass" NA 75.18 5 714
"BBB" "2013B" 548504 "M" "North Western Region" "A Level or Equivalent" "30-40%" "0-35" 0 120 "N" "Distinction" NA 80.77 4 429
"BBB" "2013B" 548617 "F" "London Region" "A Level or Equivalent" "30-40%" "0-35" 0 60 "N" "Distinction" NA 76.42 3.4 736
"BBB" "2013B" 548714 "F" "South Region" "A Level or Equivalent" "30-40%" "0-35" 0 120 "N" "Pass" NA 40.71 4 1006
"BBB" "2013B" 548744 "M" "West Midlands Region" "A Level or Equivalent" "30-40%" "0-35" 0 60 "N" "Pass" NA 57.63 5 481
"BBB" "2013B" 548791 "F" "Scotland" "HE Qualification" "60-70%" "35-55" 0 60 "Y" "Pass" NA 54.73 3.6 448
"BBB" "2013B" 548813 "F" "South Region" "Lower Than A Level" "80-90%" "35-55" 0 60 "N" "Fail" NA NA NA 22
"BBB" "2013B" 548834 "F" "South West Region" "HE Qualification" "60-70%" "35-55" 0 60 "N" "Pass" NA 78.29 5 1697
"BBB" "2013B" 548838 "F" "South West Region" "HE Qualification" "50-60%" "35-55" 0 60 "N" "Pass" NA 62.58 4.8 378
"BBB" "2013B" 548839 "M" "South West Region" "A Level or Equivalent" "20-30%" "35-55" 0 60 "N" "Pass" NA 72.53 5 476
"BBB" "2013B" 548843 "M" "South West Region" "A Level or Equivalent" "20-30%" "35-55" 0 60 "N" "Pass" NA 72.96 3.8 971
"BBB" "2013B" 548871 "F" "West Midlands Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Fail" NA 40.66 3.8 323
"BBB" "2013B" 548884 "F" "Wales" "Lower Than A Level" "0-10%" "0-35" 0 120 "N" "Pass" NA 56.39 3.6 493
"BBB" "2013B" 548885 "F" "South East Region" "Lower Than A Level" "80-90%" "0-35" 0 60 "Y" "Distinction" NA 86.04 5 483
"BBB" "2013B" 548921 "F" "South West Region" "Lower Than A Level" "50-60%" "0-35" 0 60 "N" "Pass" NA 50.31 4.4 418
"BBB" "2013B" 548924 "F" "East Anglian Region" "HE Qualification" "30-40%" "0-35" 0 60 "N" "Fail" NA 9.75 2 263
"BBB" "2013B" 548935 "F" "Ireland" "A Level or Equivalent" "20-30%" "35-55" 0 60 "N" "Pass" NA 58.29 4.6 1363
"BBB" "2013B" 548954 "F" "East Anglian Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Pass" NA 69.91 4.2 124
"BBB" "2013B" 548981 "F" "Yorkshire Region" "A Level or Equivalent" "0-10%" "0-35" 0 60 "N" "Fail" NA 24.75 1.8 99
"BBB" "2013B" 549047 "F" "South East Region" "Lower Than A Level" "70-80%" "0-35" 0 60 "N" "Pass" NA 67.57 3.6 598
"BBB" "2013B" 549078 "F" "London Region" "A Level or Equivalent" "10-20" "0-35" 0 90 "N" "Fail" NA 32.12 2.4 249
"BBB" "2013B" 549106 "F" "Scotland" "A Level or Equivalent" "60-70%" "0-35" 0 60 "N" "Fail" NA NA NA 360
"BBB" "2013B" 549158 "F" "North Western Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Pass" NA 54.39 4.6 235
"BBB" "2013B" 549196 "F" "South Region" "A Level or Equivalent" "0-10%" "0-35" 0 120 "N" "Distinction" NA 73.11 4.4 676
"BBB" "2013B" 549204 "F" "Yorkshire Region" "Lower Than A Level" "10-20" "0-35" 0 60 "N" "Fail" NA 15.14 NA 119
"BBB" "2013B" 549261 "F" "East Anglian Region" "HE Qualification" "40-50%" "35-55" 0 60 "N" "Pass" NA 62.61 4.6 556
"BBB" "2013B" 549278 "F" "North Western Region" "A Level or Equivalent" "0-10%" "0-35" 0 60 "N" "Fail" NA NA NA 22
"BBB" "2013B" 549391 "F" "South West Region" "A Level or Equivalent" "80-90%" "0-35" 0 60 "N" "Distinction" NA 72.01 5 442
"BBB" "2013B" 549568 "F" "South East Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Pass" NA 59.05 4 580
"BBB" "2013B" 549651 "F" "London Region" "Lower Than A Level" "10-20" "0-35" 0 60 "N" "Pass" NA 64.24 3.8 547
"BBB" "2013B" 549732 "F" "Yorkshire Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Pass" NA 78.29 4.8 241
"BBB" "2013B" 549754 "F" "West Midlands Region" "Lower Than A Level" "10-20" "0-35" 0 60 "N" "Pass" NA 80.85 4.8 2074
"BBB" "2013B" 549862 "F" "South Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Pass" NA 73.92 4.2 337
"BBB" "2013B" 549907 "F" "South West Region" "Lower Than A Level" "30-40%" "0-35" 0 60 "N" "Fail" NA 34.24 1.8 235
"BBB" "2013B" 550077 "F" "West Midlands Region" "A Level or Equivalent" "90-100%" "0-35" 0 60 "N" "Pass" NA 68.85 4.4 5618
"BBB" "2013B" 550098 "F" "London Region" "Lower Than A Level" "30-40%" "35-55" 0 60 "N" "Fail" NA 31.7 4.2 1456
"BBB" "2013B" 550163 "F" "East Anglian Region" "Lower Than A Level" "50-60%" "0-35" 0 60 "N" "Fail" NA 24.02 1 77
"BBB" "2013B" 550209 "F" "North Western Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Pass" NA 85.15 5 1203
"BBB" "2013B" 550322 "F" "East Midlands Region" "Lower Than A Level" "0-10%" "0-35" 0 60 "N" "Fail" NA 11.81 1.6 353
"BBB" "2013B" 550342 "F" "London Region" "Lower Than A Level" "20-30%" "0-35" 0 60 "N" "Pass" NA 67.07 3.8 2357
"BBB" "2013B" 550354 "F" "North Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Distinction" NA 77.66 4.6 778
"BBB" "2013B" 550381 "F" "East Anglian Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "Y" "Pass" NA 64.57 4.2 1746
"BBB" "2013B" 550400 "F" "East Anglian Region" "A Level or Equivalent" "50-60%" "0-35" 0 60 "Y" "Fail" NA 52.71 3.4 3343
"BBB" "2013B" 550403 "F" "South West Region" "A Level or Equivalent" "20-30%" "35-55" 0 60 "N" "Pass" NA 58.99 4.6 1548
"BBB" "2013B" 550428 "F" "East Midlands Region" "A Level or Equivalent" "80-90%" "35-55" 0 60 "N" "Fail" NA 17.49 1 215
"BBB" "2013B" 550429 "F" "East Midlands Region" "A Level or Equivalent" "40-50%" "35-55" 0 60 "N" "Fail" NA 32.59 4 3635
"BBB" "2013B" 550520 "F" "Wales" "Lower Than A Level" "60-70%" "0-35" 0 60 "N" "Pass" NA 87.36 3.8 567
"BBB" "2013B" 550549 "F" "Wales" "HE Qualification" "60-70%" "35-55" 0 60 "N" "Pass" NA 71.48 4.8 290
"BBB" "2013B" 550597 "F" "London Region" "Lower Than A Level" "0-10%" "0-35" 0 60 "N" "Pass" NA 64.96 3.8 434
"BBB" "2013B" 550613 "F" "North Region" "Lower Than A Level" "" "35-55" 0 60 "N" "Pass" NA 74.39 4.8 1110
"BBB" "2013B" 550668 "F" "West Midlands Region" "A Level or Equivalent" "0-10%" "0-35" 0 60 "N" "Fail" NA 59.69 4.4 428
"BBB" "2013B" 550707 "M" "Wales" "A Level or Equivalent" "50-60%" "35-55" 0 120 "N" "Pass" NA 81.8 5 664
"BBB" "2013B" 550708 "F" "Wales" "HE Qualification" "70-80%" "0-35" 0 120 "N" "Pass" NA 77.77 4.6 794
"BBB" "2013B" 550898 "F" "London Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "Y" "Fail" NA 44.62 2.4 297
"BBB" "2013B" 550921 "F" "Yorkshire Region" "Lower Than A Level" "0-10%" "0-35" 0 60 "N" "Pass" NA 80.17 4.2 4391
"BBB" "2013B" 550923 "F" "London Region" "Lower Than A Level" "30-40%" "0-35" 0 120 "N" "Pass" NA 63.08 3.2 279
"BBB" "2013B" 550963 "F" "East Midlands Region" "A Level or Equivalent" "40-50%" "0-35" 0 60 "N" "Pass" NA 72.09 4 674
"BBB" "2013B" 551032 "F" "North Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Fail" NA 56.81 4.2 676
"BBB" "2013B" 551080 "F" "East Anglian Region" "A Level or Equivalent" "20-30%" "0-35" 0 60 "N" "Pass" NA 62.13 4.6 1349
"BBB" "2013B" 551129 "F" "East Anglian Region" "A Level or Equivalent" "90-100%" "0-35" 0 60 "Y" "Pass" NA 79.46 3.2 137
"BBB" "2013B" 551274 "F" "London Region" "A Level or Equivalent" "20-30%" "0-35" 0 60 "N" "Pass" NA 62.33 NA 6
"BBB" "2013B" 551282 "F" "London Region" "HE Qualification" "40-50%" "0-35" 0 60 "N" "Fail" NA 56.75 3.6 552
"BBB" "2013B" 551480 "F" "East Anglian Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Pass" NA 59.26 4.2 526
"BBB" "2013B" 551487 "F" "Scotland" "Lower Than A Level" "0-10%" "0-35" 0 120 "N" "Pass" NA 44.2 3 732
"BBB" "2013B" 551576 "F" "East Anglian Region" "Lower Than A Level" "80-90%" "35-55" 0 60 "N" "Distinction" NA 82.5 4.6 1175
"BBB" "2013B" 551706 "F" "Scotland" "A Level or Equivalent" "80-90%" "0-35" 0 60 "N" "Pass" NA 60.98 5 402
"BBB" "2013B" 551714 "F" "Scotland" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Pass" NA 54.92 4.2 507
"BBB" "2013B" 551715 "F" "Scotland" "HE Qualification" "80-90%" "0-35" 0 60 "N" "Pass" NA 58.72 5 3286
"BBB" "2013B" 551716 "F" "Scotland" "HE Qualification" "70-80%" "35-55" 0 60 "N" "Pass" NA 63.2 5 730
"BBB" "2013B" 551759 "F" "West Midlands Region" "Lower Than A Level" "0-10%" "0-35" 0 60 "N" "Fail" NA NA NA 5
"BBB" "2013B" 551770 "F" "Scotland" "HE Qualification" "30-40%" "0-35" 0 60 "Y" "Pass" NA 51.94 4.8 450
"BBB" "2013B" 551886 "F" "North Region" "A Level or Equivalent" "0-10%" "0-35" 0 120 "N" "Pass" NA 79.89 4.4 2290
"BBB" "2013B" 551895 "F" "Scotland" "A Level or Equivalent" "20-30%" "0-35" 0 60 "N" "Pass" NA 66 3.8 558
"BBB" "2013B" 551938 "F" "North Region" "Lower Than A Level" "10-20" "0-35" 0 60 "N" "Pass" NA 72.43 4 434
"BBB" "2013B" 551954 "F" "Ireland" "A Level or Equivalent" "" "35-55" 0 60 "N" "Pass" NA 49.4 3.8 1156
"BBB" "2013B" 551985 "F" "London Region" "Lower Than A Level" "50-60%" "0-35" 0 60 "N" "Fail" NA NA NA 1
"BBB" "2013B" 552007 "F" "Yorkshire Region" "A Level or Equivalent" "70-80%" "35-55" 0 60 "N" "Pass" NA 78.01 4.4 516
"BBB" "2013B" 552017 "F" "West Midlands Region" "HE Qualification" "20-30%" "35-55" 0 60 "N" "Distinction" NA 74.93 5 1184
"BBB" "2013B" 552039 "F" "South East Region" "A Level or Equivalent" "40-50%" "0-35" 0 60 "Y" "Distinction" NA 75.82 4.6 880
"BBB" "2013B" 552110 "F" "Yorkshire Region" "Lower Than A Level" "10-20" "0-35" 0 90 "N" "Fail" NA 39.7 3.8 2073
"BBB" "2013B" 552135 "F" "Scotland" "A Level or Equivalent" "50-60%" "35-55" 0 60 "N" "Fail" NA 16.51 1.8 300
"BBB" "2013B" 552273 "M" "East Midlands Region" "Lower Than A Level" "40-50%" "0-35" 0 60 "N" "Pass" NA 70.5 4.6 719
"BBB" "2013B" 552535 "M" "West Midlands Region" "A Level or Equivalent" "40-50%" "0-35" 0 60 "N" "Pass" NA 71.36 4.4 191
"BBB" "2013B" 552667 "M" "East Anglian Region" "Lower Than A Level" "30-40%" "35-55" 0 60 "Y" "Pass" NA 41.44 2.8 626
"BBB" "2013B" 552701 "M" "East Midlands Region" "A Level or Equivalent" "40-50%" "0-35" 0 60 "N" "Pass" NA 50.12 4.2 458
"BBB" "2013B" 552718 "F" "East Midlands Region" "Lower Than A Level" "70-80%" "0-35" 0 60 "N" "Fail" NA 16.67 1 232
"BBB" "2013B" 552749 "M" "Scotland" "HE Qualification" "40-50%" "35-55" 0 60 "Y" "Fail" NA 3.75 NA 522
"BBB" "2013B" 552822 "F" "South West Region" "Lower Than A Level" "50-60%" "0-35" 0 60 "N" "Pass" NA 54.54 4.8 1019
"BBB" "2013B" 552826 "F" "South Region" "HE Qualification" "90-100%" "35-55" 0 60 "N" "Pass" NA 65.2 4.8 566
"BBB" "2013B" 552859 "F" "North Western Region" "Lower Than A Level" "60-70%" "35-55" 0 60 "N" "Pass" NA 58.27 4.6 407
"BBB" "2013B" 552894 "F" "North Western Region" "Lower Than A Level" "50-60%" "0-35" 0 60 "N" "Pass" NA 61.51 4 962
"BBB" "2013B" 552902 "M" "South West Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Pass" NA 51.1 5 500
"BBB" "2013B" 552914 "F" "London Region" "A Level or Equivalent" "0-10%" "0-35" 0 60 "N" "Fail" NA 44.91 2.6 2504
"BBB" "2013B" 552929 "F" "South East Region" "A Level or Equivalent" "40-50%" "35-55" 0 120 "N" "Pass" NA 73.05 4.4 1108
"BBB" "2013B" 552991 "M" "London Region" "Lower Than A Level" "40-50%" "35-55" 0 60 "N" "Pass" NA 49.47 3.6 282
"BBB" "2013B" 553047 "F" "East Anglian Region" "Lower Than A Level" "60-70%" "0-35" 0 60 "N" "Pass" NA 76.73 5 1373
"BBB" "2013B" 553125 "F" "South East Region" "A Level or Equivalent" "30-40%" "35-55" 0 120 "Y" "Distinction" NA 76.75 3.8 1390
"BBB" "2013B" 553320 "F" "Wales" "Lower Than A Level" "0-10%" "35-55" 0 60 "N" "Fail" NA 3.4 NA 253
"BBB" "2013B" 553321 "F" "East Anglian Region" "A Level or Equivalent" "70-80%" "35-55" 0 60 "N" "Distinction" NA 81.97 5 981
"BBB" "2013B" 553442 "F" "London Region" "Lower Than A Level" "40-50%" "35-55" 0 60 "N" "Pass" NA 47.3 4.8 673
"BBB" "2013B" 553443 "M" "Scotland" "Lower Than A Level" "50-60%" "35-55" 0 60 "N" "Fail" NA 3.55 NA 45
"BBB" "2013B" 553462 "F" "Scotland" "Lower Than A Level" "40-50%" "35-55" 0 60 "N" "Pass" NA 62.46 4.6 169
"BBB" "2013B" 553487 "F" "South East Region" "A Level or Equivalent" "60-70%" "0-35" 0 120 "N" "Distinction" NA 77.26 3.4 532
"BBB" "2013B" 553490 "F" "North Western Region" "Lower Than A Level" "30-40%" "0-35" 0 60 "N" "Fail" NA 3 NA 129
"BBB" "2013B" 553502 "F" "West Midlands Region" "Lower Than A Level" "10-20" "35-55" 0 60 "N" "Pass" NA 79.93 4.6 6358
"BBB" "2013B" 553508 "F" "South Region" "A Level or Equivalent" "30-40%" "0-35" 0 120 "Y" "Pass" NA 66.95 4.2 210
"BBB" "2013B" 553572 "F" "Yorkshire Region" "A Level or Equivalent" "20-30%" "35-55" 0 60 "N" "Pass" NA 59.98 4.2 797
"BBB" "2013B" 553716 "F" "West Midlands Region" "A Level or Equivalent" "0-10%" "0-35" 0 60 "N" "Pass" NA 53.7 4 175
"BBB" "2013B" 553729 "F" "West Midlands Region" "Lower Than A Level" "0-10%" "0-35" 0 60 "N" "Fail" NA 65.35 4.8 168
"BBB" "2013B" 553755 "F" "Wales" "Lower Than A Level" "20-30%" "0-35" 0 60 "N" "Fail" NA 17.54 2 327
"BBB" "2013B" 553763 "F" "Scotland" "Lower Than A Level" "90-100%" "35-55" 0 120 "N" "Fail" NA NA NA 95
"BBB" "2013B" 553800 "F" "London Region" "Lower Than A Level" "60-70%" "0-35" 0 90 "N" "Fail" NA 50.25 2.8 133
"BBB" "2013B" 553840 "F" "North Western Region" "A Level or Equivalent" "30-40%" "35-55" 0 60 "Y" "Distinction" NA 84.75 5 790
"BBB" "2013B" 554068 "F" "East Anglian Region" "HE Qualification" "80-90%" "35-55" 0 60 "N" "Fail" NA 11.23 1.2 560
"BBB" "2013B" 554083 "F" "South Region" "A Level or Equivalent" "50-60%" "35-55" 0 60 "N" "Pass" NA 66.7 5 840
"BBB" "2013B" 554139 "F" "Scotland" "HE Qualification" "40-50%" "0-35" 0 60 "N" "Fail" NA NA NA 56
"BBB" "2013B" 554206 "F" "Wales" "Lower Than A Level" "20-30%" "0-35" 0 180 "Y" "Pass" NA 59.99 4 621
"BBB" "2013B" 554226 "M" "South Region" "Lower Than A Level" "10-20" "0-35" 0 60 "N" "Pass" NA 76.33 4.8 1739
"BBB" "2013B" 554294 "F" "Scotland" "A Level or Equivalent" "80-90%" "0-35" 0 60 "N" "Fail" NA 16.57 1 118
"BBB" "2013B" 554336 "F" "Yorkshire Region" "HE Qualification" "30-40%" "0-35" 0 60 "N" "Pass" NA 78.52 4.8 739
"BBB" "2013B" 554344 "F" "Scotland" "Lower Than A Level" "30-40%" "0-35" 0 60 "N" "Distinction" NA 74.75 3.8 662
"BBB" "2013B" 554352 "F" "Wales" "Lower Than A Level" "70-80%" "0-35" 0 120 "N" "Pass" NA 73.91 3.4 949
"BBB" "2013B" 554374 "F" "London Region" "A Level or Equivalent" "30-40%" "0-35" 0 120 "N" "Distinction" NA 75 4.8 195
"BBB" "2013B" 554393 "M" "West Midlands Region" "A Level or Equivalent" "20-30%" "35-55" 0 60 "N" "Fail" NA NA NA 21
"BBB" "2013B" 554551 "F" "South East Region" "Lower Than A Level" "50-60%" "0-35" 0 60 "N" "Fail" NA 55.83 2.6 586
"BBB" "2013B" 554608 "F" "Wales" "Lower Than A Level" "60-70%" "35-55" 0 120 "N" "Pass" NA 82.29 5 1227
"BBB" "2013B" 554795 "F" "South West Region" "A Level or Equivalent" "0-10%" "35-55" 0 60 "N" "Distinction" NA 78.81 4.8 487
"BBB" "2013B" 554830 "M" "East Anglian Region" "A Level or Equivalent" "60-70%" "35-55" 0 120 "N" "Fail" NA 48.89 4 603
"BBB" "2013B" 554894 "F" "East Anglian Region" "Lower Than A Level" "70-80%" "0-35" 0 60 "N" "Pass" NA 37.43 3.8 2732
"BBB" "2013B" 554898 "F" "Scotland" "Lower Than A Level" "20-30%" "0-35" 0 60 "N" "Fail" NA 34.78 1.4 472
"BBB" "2013B" 554986 "F" "London Region" "Lower Than A Level" "20-30%" "35-55" 0 60 "N" "Fail" NA 0 0.4 740
"BBB" "2013B" 554998 "M" "London Region" "Lower Than A Level" "30-40%" "0-35" 0 120 "N" "Pass" NA 73.27 4.6 548
"BBB" "2013B" 555059 "F" "East Midlands Region" "HE Qualification" "70-80%" "0-35" 0 120 "N" "Distinction" NA 74.75 4.8 1037
"BBB" "2013B" 555086 "F" "Yorkshire Region" "A Level or Equivalent" "60-70%" "0-35" 0 60 "N" "Pass" NA 59.51 4.2 719
"BBB" "2013B" 555102 "M" "South Region" "Lower Than A Level" "80-90%" "0-35" 0 60 "N" "Pass" NA 68.66 4.8 140
"BBB" "2013B" 555157 "M" "East Anglian Region" "A Level or Equivalent" "80-90%" "0-35" 0 60 "N" "Fail" NA 14.03 2 65
"BBB" "2013B" 555263 "F" "South West Region" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Pass" NA 57.75 4.4 876
"BBB" "2013B" 555309 "M" "Wales" "A Level or Equivalent" "50-60%" "35-55" 0 60 "N" "Pass" NA 62.44 3.6 1915
"BBB" "2013B" 555407 "F" "Ireland" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Fail" NA 17.62 3.4 288
"BBB" "2013B" 555414 "F" "North Western Region" "Lower Than A Level" "30-40%" "0-35" 0 60 "N" "Pass" NA 68.81 4.6 747
"BBB" "2013B" 555627 "M" "Wales" "Lower Than A Level" "60-70%" "0-35" 0 60 "N" "Fail" NA 4.35 NA 140
"BBB" "2013B" 555667 "F" "West Midlands Region" "HE Qualification" "70-80%" "0-35" 0 120 "N" "Distinction" NA 72.73 5 700
"BBB" "2013B" 555670 "F" "London Region" "Lower Than A Level" "50-60%" "35-55" 0 60 "N" "Pass" NA 60.42 4.8 1227
"BBB" "2013B" 555672 "F" "West Midlands Region" "A Level or Equivalent" "10-20" "0-35" 0 120 "N" "Pass" NA 73.95 4.6 1104
"BBB" "2013B" 555673 "F" "East Anglian Region" "Lower Than A Level" "70-80%" "0-35" 0 60 "N" "Fail" NA 59.05 4.8 3550
"BBB" "2013B" 555674 "M" "Yorkshire Region" "A Level or Equivalent" "80-90%" "0-35" 0 120 "N" "Distinction" NA 79.39 5 1024
"BBB" "2013B" 555675 "F" "Yorkshire Region" "HE Qualification" "30-40%" "0-35" 0 120 "N" "Distinction" NA 76.05 4.2 1730
"BBB" "2013B" 555695 "F" "South East Region" "A Level or Equivalent" "60-70%" "0-35" 0 60 "N" "Pass" NA 63.93 4.2 1009
"BBB" "2013B" 555747 "F" "Scotland" "Lower Than A Level" "20-30%" "0-35" 0 60 "Y" "Pass" NA 64.74 4.8 2397
"BBB" "2013B" 555838 "F" "Wales" "HE Qualification" "60-70%" "0-35" 0 120 "N" "Pass" NA 83.52 4.4 687
"BBB" "2013B" 555880 "M" "Scotland" "Lower Than A Level" "60-70%" "0-35" 0 60 "Y" "Fail" NA 3.75 NA 199
"BBB" "2013B" 555902 "F" "Scotland" "A Level or Equivalent" "70-80%" "0-35" 0 60 "N" "Fail" NA 3.25 NA 89
"BBB" "2013B" 555930 "F" "Ireland" "Lower Than A Level" "30-40%" "35-55" 0 75 "N" "Fail" NA 16.7 0.8 2071
"BBB" "2013B" 555946 "F" "Yorkshire Region" "Lower Than A Level" "10-20" "0-35" 0 60 "N" "Fail" NA 38.54 3.8 474
"BBB" "2013B" 556284 "M" "South Region" "HE Qualification" "90-100%" "0-35" 0 120 "N" "Pass" NA 37.01 3 381
"BBB" "2013B" 556292 "F" "South Region" "Lower Than A Level" "80-90%" "0-35" 0 120 "N" "Distinction" NA 77.77 4.8 1171
"BBB" "2013B" 556301 "F" "South East Region" "HE Qualification" "70-80%" "35-55" 0 120 "N" "Pass" NA 84.41 4.8 696
"BBB" "2013B" 556318 "F" "Scotland" "Lower Than A Level" "10-20" "0-35" 0 60 "N" "Fail" NA 2.15 NA 75
"BBB" "2013B" 556349 "F" "South West Region" "A Level or Equivalent" "10-20" "0-35" 0 60 "N" "Pass" NA 50.15 4.4 259
"BBB" "2013B" 556502 "F" "Ireland" "Lower Than A Level" "10-20" "0-35" 0 60 "N" "Pass" NA 76.89 4.4 1897
"BBB" "2013B" 556553 "F" "South East Region" "A Level or Equivalent" "30-40%" "0-35" 0 60 "N" "Pass" NA 73.44 4.2 598
"BBB" "2013B" 556605 "F" "London Region" "HE Qualification" "50-60%" "35-55" 0 60 "N" "Pass" NA 54.09 4 257
"BBB" "2013B" 556648 "F" "North Region" "Lower Than A Level" "10-20" "0-35" 0 60 "N" "Fail" NA 3.55 2 242
"BBB" "2013B" 556860 "F" "South Region" "A Level or Equivalent" "" "0-35" 0 60 "N" "Fail" NA 62.05 4.8 1977
"BBB" "2013B" 556865 "F" "South Region" "A Level or Equivalent" "" "0-35" 0 60 "N" "Pass" NA 49.18 4.4 579
"BBB" "2013B" 556871 "F" "South Region" "A Level or Equivalent" "" "0-35" 0 60 "N" "Distinction" NA 81.3 4.4 1198
"BBB" "2013B" 556876 "F" "South Region" "A Level or Equivalent" "" "35-55" 0 60 "N" "Distinction" NA 75.65 3.8 530
"BBB" "2013B" 556878 "F" "South West Region" "Lower Than A Level" "20-30%" "0-35" 0 60 "N" "Pass" NA 59.99 4.6 1176
"BBB" "2013B" 556883 "F" "South Region" "A Level or Equivalent" "" "35-55" 0 60 "N" "Pass" NA 56.88 4.2 549
"BBB" "2013B" 556887 "F" "South Region" "A Level or Equivalent" "" "35-55" 0 60 "N" "Pass" NA 55.28 4 364
"BBB" "2013B" 556892 "F" "South Region" "A Level or Equivalent" "" "0-35" 0 60 "N" "Pass" NA 83.13 4.6 1934
"BBB" "2013B" 556898 "F" "South Region" "Lower Than A Level" "" "35-55" 0 60 "N" "Pass" NA 50.24 4.2 14172
"BBB" "2013B" 556959 "F" "South West Region" "A Level or Equivalent" "60-70%" "0-35" 0 60 "N" "Pass" NA 52.21 5 1146
"BBB" "2013B" 556987 "F" "North Western Region" "Lower Than A Level" "0-10%" "0-35" 0 60 "N" "Fail" NA 38.74 2.8 534
"BBB" "2013B" 556990 "F" "South West Region" "Lower Than A Level" "50-60%" "35-55" 0 60 "N" "Pass" NA 78.27 4.8 491
"BBB" "2013B" 556992 "F" "South West Region" "HE Qualification" "70-80%" "0-35" 0 60 "N" "Pass" NA 56.99 3.4 439
"BBB" "2013B" 556997 "F" "South West Region" "A Level or Equivalent" "10-20" "35-55" 0 60 "N" "Pass" NA 61.67 4.8 582
"BBB" "2013B" 556999 "F" "South West Region" "HE Qualification" "40-50%" "0-35" 0 60 "N" "Pass" NA 74.12 5 320
